date,day_trade_volume,day_trade_ratio
2016-02-01,0,0.0
2016-02-02,0,0.0
2016-02-03,3000,0.1765
2016-02-15,0,0.0
2016-02-16,4000,0.8
2016-02-17,0,0.0
2016-02-18,0,
2016-02-19,1000,0.1074
2016-02-22,1000,0.1999
2016-02-23,0,0.0
2016-02-24,2000,0.1176
2016-02-25,2000,0.1667
2016-02-26,0,0.0
2016-03-01,0,0.0
2016-03-02,0,0.0
2016-03-03,0,0.0
2016-03-04,0,0.0
2016-03-07,0,0.0
2016-03-08,0,0.0
2016-03-09,0,0.0
2016-03-10,0,0.0
2016-03-11,0,0.0
2016-03-14,0,0.0
2016-03-15,0,0.0
2016-03-16,0,0.0
2016-03-17,0,
2016-03-18,0,
2016-03-21,0,
2016-03-22,0,0.0
2016-03-23,0,0.0
2016-03-24,0,0.0
2016-03-25,0,0.0
2016-03-28,0,0.0
2016-03-29,13000,0.1975
2016-03-30,1000,0.0435
2016-03-31,0,0.0
2016-04-01,1000,0.25
2016-04-06,1000,0.0762
2016-04-07,0,0.0
2016-04-08,1000,0.241
2016-04-11,0,0.0
2016-04-12,0,0.0
2016-04-13,1000,0.3319
2016-04-14,0,0.0
2016-04-15,0,0.0
2016-04-18,0,0.0
2016-04-19,0,0.0
2016-04-20,0,0.0
2016-04-21,0,
2016-04-22,0,
2016-04-25,0,
2016-04-26,0,0.0
2016-04-27,0,
2016-04-28,0,0.0
2016-04-29,0,0.0
2016-05-03,0,0.0
2016-05-04,0,0.0
2016-05-05,0,0.0
2016-05-06,0,0.0
2016-05-09,0,
2016-05-10,0,0.0
2016-05-11,0,0.0
2016-05-12,0,0.0
2016-05-13,0,
2016-05-16,0,
2016-05-17,0,
2016-05-18,0,0.0
2016-05-19,0,0.0
2016-05-20,0,0.0
2016-05-23,0,0.0
2016-05-24,0,
2016-05-25,0,0.0
2016-05-26,0,0.0
2016-05-27,0,0.0
2016-05-30,0,0.0
2016-05-31,2000,0.0455
2016-06-01,0,
2016-06-02,0,0.0
2016-06-03,0,0.0
2016-06-06,0,0.0
2016-06-07,0,0.0
2016-06-08,0,0.0
2016-06-13,0,0.0
2016-06-14,0,0.0
2016-06-15,0,0.0
2016-06-16,0,
2016-06-17,0,0.0
2016-06-20,0,
2016-06-21,0,0.0
2016-06-22,0,0.0
2016-06-23,0,0.0
2016-06-24,0,0.0
2016-06-27,0,0.0
2016-06-28,0,0.0
2016-06-29,0,0.0
2016-06-30,0,
2016-07-01,0,0.0
2016-07-04,0,0.0
2016-07-05,0,
2016-07-06,0,0.0
2016-07-07,0,0.0
2016-07-11,0,
2016-07-12,0,0.0
2016-07-13,0,0.0
2016-07-14,0,0.0
2016-07-15,1000,0.125
2016-07-18,0,0.0
2016-07-19,0,
2016-07-20,3000,0.15
2016-07-21,1000,0.0476
2016-07-22,0,0.0
2016-07-25,1000,0.04
2016-07-26,2000,0.1111
2016-07-27,0,0.0
2016-07-28,0,0.0
2016-07-29,1000,0.0623
2016-08-01,5000,0.2172
2016-08-02,2000,0.1176
2016-08-03,1000,0.0587
2016-08-04,3000,0.1217
2016-08-05,3000,0.0696
2016-08-08,0,0.0
2016-08-09,4000,0.129
2016-08-10,3000,0.1429
2016-08-11,4000,0.2857
2016-08-12,0,0.0
2016-08-15,3000,0.1364
2016-08-16,1000,0.1429
2016-08-17,0,0.0
2016-08-18,2000,0.25
2016-08-19,0,0.0
2016-08-22,0,0.0
2016-08-23,0,
2016-08-24,0,0.0
2016-08-25,1000,0.1207
2016-08-26,1000,0.0769
2016-08-29,0,0.0
2016-08-30,0,0.0
2016-08-31,1000,0.0909
2016-09-01,0,0.0
2016-09-02,3000,0.2969
2016-09-05,0,0.0
2016-09-06,0,0.0
2016-09-07,0,0.0
2016-09-08,0,0.0
2016-09-09,2000,0.125
2016-09-12,0,0.0
2016-09-13,1000,0.1134
2016-09-14,12000,0.4082
2016-09-19,12000,0.3488
2016-09-20,2000,0.1239
2016-09-21,0,0.0
2016-09-22,0,0.0
2016-09-23,95000,0.2487
2016-09-26,106000,0.2628
2016-09-29,11000,0.1314
2016-09-30,0,0.0
2016-10-03,3000,0.0937
2016-10-04,1000,0.0217
2016-10-05,2000,0.0689
2016-10-06,1000,0.1087
2016-10-07,1000,0.027
2016-10-11,0,0.0
2016-10-12,1000,0.0636
